f_1,f_2,f_3,e_1,e_2,e_3,e_4,t,y
0,0,0,1.0,0.0,0.0,1.0,0.0,0.1200651422583659
0,0,0,1.0,0.0045671031026935,0.22637568568879154,0.9740400653612404,0.0045671031026935,0.0993418504189923
0,0,0,1.0,0.0132180477975715,0.6138294832377328,0.7894386394825743,0.0132180477975715,0.0654536220626839
0,0,0,1.0,0.049984456339629,0.5990945985120978,-0.8006782512555392,0.049984456339629,0.0844794265281184
0,0,0,1.0,0.1450833385909059,0.8254402264897707,0.5644895326686901,0.1450833385909059,0.0470865946267508
0,0,0,1.0,0.1843337799320378,0.20659046820670443,-0.978427502907668,0.1843337799320378,0.121519577276143
0,0,0,1.0,0.1894132806824737,-0.045869972618876216,-0.9989474188424251,0.1894132806824737,0.1450903198303285
0,0,0,1.0,0.1943576566723369,-0.28892606739258014,-0.9573514127952485,0.1943576566723369,0.1670869667208199
0,0,0,1.0,0.1982909569305976,-0.47042283835778154,-0.8824411329666181,0.1982909569305976,0.1830129647389871
0,0,0,1.0,0.2014573873271847,-0.6036659033047873,-0.7972374032791081,0.2014573873271847,0.1943595364665523
0,0,0,1.0,0.2057384710711,-0.7592406825566065,-0.6508099461063717,0.2057384710711,0.2070698065767855
0,0,0,1.0,0.2086657873287905,-0.8460391818035966,-0.5331207207125801,0.2086657873287905,0.2137477150568797
0,0,0,1.0,0.2802421336322695,0.9921901525857361,0.1247345225344365,0.2802421336322695,0.0352780207875682
0,0,0,1.0,0.2825476907647846,0.9999521526781717,0.009782246893748145,0.2825476907647846,0.0358391580182701
0,0,0,1.0,0.3640030266699787,-0.6047123006751415,0.7964439926398951,0.3640030266699787,0.1747708097397908
0,0,0,1.0,0.3882754435508297,0.5347537103923824,0.8450079699160121,0.3882754435508297,0.0684150380610593
0,0,0,1.0,0.3928843610283623,0.713626958895166,0.7005259192478441,0.3928843610283623,0.0534357563728022
0,0,0,1.0,0.3943140255561963,0.7618376882751678,0.6477679651878041,0.3943140255561963,0.049553240556328
0,0,0,1.0,0.4092834597946344,0.999040024943011,-0.043806718227548044,0.4092834597946344,0.0352692864605448
0,0,0,1.0,0.4167606996739741,0.9140313768313144,-0.40564349146492135,0.4167606996739741,0.0471723540822953
0,0,0,1.0,0.4206888711558942,0.8172973863667896,-0.5762160898812307,0.4206888711558942,0.0580287108690203
0,0,0,1.0,0.4243114183119897,0.7001286506974287,-0.7140167172220815,0.4243114183119897,0.0704097180052633
0,0,0,1.0,0.4292612146918821,0.5038825932993064,-0.8637721529257387,0.4292612146918821,0.0902389980224994
0,0,0,1.0,0.4329478336589313,0.3370265579861045,-0.9414951403018705,0.4329478336589313,0.1065414601649283
0,0,0,1.0,0.4379659622378977,0.09271710686380837,-0.9956924917336704,0.4379659622378977,0.129739475368596
0,0,0,1.0,0.4403837324962293,-0.028034376224885315,-0.9996069596344763,0.4403837324962293,0.1409465571988966
0,0,0,1.0,0.4441345919406241,-0.21391503694065392,-0.976852269778127,0.4441345919406241,0.1578717847291678
0,0,0,1.0,0.4474453258058057,-0.3719582200471372,-0.9282494721460204,0.4474453258058057,0.1719294132631333
0,0,0,1.0,0.4505169282087451,-0.5095810733527196,-0.8604226459599318,0.4505169282087451,0.1838796839489594
0,0,0,1.0,0.451958674470863,-0.5702294575422305,-0.821485462896997,0.451958674470863,0.18904255379909
0,0,0,1.0,0.4538501092801525,-0.6452548997276244,-0.763967351643703,0.4538501092801525,0.1953222318619978
0,0,0,1.0,0.4698123634379482,-0.9974573270540612,-0.07126626625667655,0.4698123634379482,0.2199393831335291
0,0,0,1.0,0.4718786516763462,-0.999488437725473,0.031982227144045694,0.4718786516763462,0.2189364721847021
0,0,0,1.0,0.558635898720474,0.33587961815465406,-0.9419049220108597,0.558635898720474,0.1054008936478524
0,0,0,1.0,0.5605648651169632,0.24361423775900096,-0.969872209706568,0.5605648651169632,0.1142464863212014
0,0,0,1.0,0.6125597105465932,-0.708902556215857,0.7053064339637232,0.6125597105465932,0.1829816493052282
0,0,0,1.0,0.6217548453641826,-0.3223247355218754,0.946629159106539,0.6217548453641826,0.1443405482239686
0,0,0,1.0,0.6269554195608645,-0.06810280430222385,0.9976783088983007,0.6269554195608645,0.1201581547546153
0,0,0,1.0,0.6280868212301628,-0.011585215218256895,0.9999328891422398,0.6280868212301628,0.1148853715687405
0,0,0,1.0,0.629129577200609,0.04054121039108657,0.999177867178825,0.629129577200609,0.110054400709796
0,0,0,1.0,0.7205422905927081,-0.9948835491250511,-0.10102833107768369,0.7205422905927081,0.217541844668074
0,0,0,1.0,0.7511303557300525,-0.14211131857737036,0.98985068224061,0.7511303557300525,0.1258668626482327
0,0,0,1.0,0.7550734827378014,0.05453522545133341,0.9985118472932468,0.7550734827378014,0.1075114884478943
0,0,0,1.0,0.7583572392855034,0.21700969940445436,0.976169447567577,0.7583572392855034,0.0926799626867031
0,0,0,1.0,0.8008677588743142,0.7154839347815889,-0.6986291856696619,0.8008677588743142,0.0650633661334704
0,0,0,1.0,0.8194646587893779,-0.13214083310404134,-0.9912309520119769,0.8194646587893779,0.1467218486762151
0,0,0,1.0,0.8229194171261148,-0.3005472308831448,-0.9537669327505928,0.8229194171261148,0.1618644001730005
0,0,0,1.0,0.8242273242460866,-0.36223228833350846,-0.9320878549196261,0.8242273242460866,0.1673202944580076
0,0,0,1.0,0.9585571798736726,-0.7201157940539621,-0.6938539062036271,0.9585571798736726,0.1964373719834807
0,0,0,1.0,0.9587831942859292,-0.7279106951357142,-0.6856719477323259,0.9587831942859292,0.1970645074410862
0,0,1,1.0,0.0448922468584327,0.7814462721006459,-0.6239725345077324,0.0448922468584327,0.2017595920555044
0,0,1,1.0,0.1412175448022865,0.701636711288973,0.7125348590571512,0.1412175448022865,0.2122429676195262
0,0,1,1.0,0.2529308660469966,0.08008682846048826,0.9967878911318798,0.2529308660469966,0.2222413330045977
0,0,1,1.0,0.2694889140163595,0.7883208702449341,0.6152643379363619,0.2694889140163595,0.2232650233938352
0,0,1,1.0,0.2838080784890511,0.9985832464628466,-0.05321183969495759,0.2838080784890511,0.2235020692373555
0,0,1,1.0,0.2976397163860182,0.735210685834044,-0.6778386588528531,0.2976397163860182,0.2236383549485061
0,0,1,1.0,0.3107060388872476,0.1718047068287483,-0.9851310281944671,0.3107060388872476,0.2241324219335033
0,0,1,1.0,0.3227988999559601,-0.4186713072297245,-0.9081378400345146,0.3227988999559601,0.2251467318289083
0,0,1,1.0,0.3344969394587929,-0.8504729243545592,-0.52601882565152,0.3344969394587929,0.2266557734150808
0,0,1,1.0,0.347592479233741,-0.9949175008847827,0.10069342795425346,0.347592479233741,0.2287537957511996
0,0,1,1.0,0.3665881132201349,-0.4970105312055397,0.867744508407162,0.3665881132201349,0.2317623279317639
0,0,1,1.0,0.3760806094017094,-0.045509727326836016,0.9989638956031579,0.3760806094017094,0.2329190101118853
0,0,1,1.0,0.3867482489472127,0.4687335507798737,0.8833396053462629,0.3867482489472127,0.2338016064282009
0,0,1,1.0,0.3962120284638381,0.8197907365669702,0.5726632066398054,0.3962120284638381,0.2342246014975909
0,0,1,1.0,0.4064908234311971,0.995413628877772,0.09566455688699542,0.4064908234311971,0.2344059966215613
0,0,1,1.0,0.4117161617960196,0.9863433798407253,-0.16470196430029188,0.4117161617960196,0.2344431011555635
0,0,1,1.0,0.4617176260091728,-0.8888057928672545,-0.45828404136038947,0.4617176260091728,0.237815498684004
0,0,1,1.0,0.4648824857557617,-0.9499187251537938,-0.31249706494972246,0.4648824857557617,0.2383064046365027
0,0,1,1.0,0.4684877700405123,-0.990554027064261,-0.13712300852437279,0.4684877700405123,0.2388882866410139
0,0,1,1.0,0.5587692673920693,0.3295911663736514,-0.9441237540960697,0.5587692673920693,0.2458102570521986
0,0,1,1.0,0.5597187253160459,0.2844163844823374,-0.9587008502332702,0.5597187253160459,0.2458573617972532
0,0,1,1.0,0.5702046503293765,-0.23371682598827562,-0.9723047080262268,0.5702046503293765,0.2466071964887366
0,0,1,1.0,0.5830396622034103,-0.7692389535207335,-0.6389612135226417,0.5830396622034103,0.2481093152571316
0,0,1,1.0,0.5942431829288349,-0.9911723667596901,-0.13257955865062473,0.5942431829288349,0.2498301406658289
0,0,1,1.0,0.6044103930303767,-0.9303649092944496,0.36663488043765086,0.6044103930303767,0.2515259834361442
0,0,1,1.0,0.6133332199741687,-0.6811011779584987,0.7321893097987333,0.6133332199741687,0.2529517062250752
0,0,1,1.0,0.679485161134805,0.5507488335854265,-0.8346710263956046,0.679485161134805,0.2565410858250373
0,0,1,1.0,0.6878164235592307,0.16592704313297804,-0.986138031087508,0.6878164235592307,0.2569200238290289
0,0,1,1.0,0.7005259771414099,-0.451797938743229,-0.8921202960068612,0.7005259771414099,0.2580077021166208
0,0,1,1.0,0.7072863972694956,-0.7220775410756941,-0.6918121310544354,0.7072863972694956,0.2588414841788358
0,0,1,1.0,0.7612010003063857,0.3531521105373247,0.9355659179464765,0.7612010003063857,0.2664132274413787
0,0,1,1.0,0.7771738039966699,0.916634648466097,0.399726057733837,0.7771738039966699,0.2671009951077142
